income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
1600.0,810.0,29.8,107.0,43.0,4.1,1,none,0.0,477.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1750.0,620.0,9.7,35.0,22.0,5.2,1,motorbike,430.0,377.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
6000.0,2630.0,26.0,113.0,65.0,1.1,6,motorbike,0.0,2334.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1380.0,610.0,22.1,68.0,26.0,1.7,1,none,390.0,251.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
4990.0,2360.0,36.4,180.0,89.0,0.3,3,none,0.0,1375.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1380.0,560.0,37.1,116.0,56.0,5.5,2,none,0.0,696.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3420.0,1630.0,34.4,165.0,73.0,0.3,3,none,0.0,1618.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
860.0,400.0,17.3,64.0,31.0,2.0,1,motorbike,120.0,187.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
1590.0,1050.0,20.0,82.0,26.0,2.6,3,bicycle,830.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3000.0,1140.0,8.3,44.0,18.0,1.5,2,car,1550.0,211.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
6250.0,2890.0,11.3,76.0,23.0,0.4,3,bicycle,0.0,1715.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1380.0,720.0,35.2,137.0,49.0,0.7,1,car,0.0,623.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
420.0,260.0,32.4,112.0,78.0,2.3,2,car,140.0,28.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1170.0,600.0,2.5,90.0,5.0,0.1,2,bicycle,140.0,352.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4090.0,1820.0,24.8,98.0,35.0,3.7,4,none,0.0,1646.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2010.0,920.0,23.9,62.0,39.0,4.6,2,motorbike,340.0,507.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4980.0,3620.0,9.9,91.0,17.0,0.3,5,none,1490.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3030.0,1950.0,7.0,69.0,14.0,0.3,2,motorbike,0.0,891.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3460.0,1310.0,5.7,77.0,18.0,0.2,3,car,0.0,1911.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1270.0,580.0,9.2,84.0,28.0,0.2,1,none,130.0,551.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
840.0,390.0,17.2,109.0,14.0,0.1,1,none,0.0,412.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5880.0,3790.0,2.3,36.0,5.0,0.5,2,motorbike,2580.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2130.0,1460.0,7.3,107.0,18.0,0.1,2,motorbike,0.0,509.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4480.0,1810.0,11.2,41.0,18.0,2.2,2,none,1860.0,791.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2710.0,1500.0,14.2,106.0,24.0,0.5,1,car,850.0,313.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2810.0,1530.0,30.3,110.0,28.0,0.6,1,motorbike,1320.0,9.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1780.0,980.0,35.1,115.0,83.0,2.3,2,bicycle,0.0,729.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2770.0,1680.0,21.0,39.0,28.0,6.3,3,bicycle,680.0,311.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
640.0,480.0,44.0,180.0,75.0,0.1,2,none,0.0,123.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1840.0,1160.0,18.6,131.0,24.0,0.1,2,motorbike,0.0,495.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1850.0,790.0,41.5,180.0,47.0,0.1,3,car,0.0,995.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1220.0,730.0,1.4,28.0,9.0,2.4,1,bicycle,370.0,136.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2890.0,2140.0,21.3,75.0,18.0,4.2,3,motorbike,540.0,117.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
540.0,320.0,43.6,106.0,75.0,2.8,2,motorbike,90.0,96.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2520.0,1520.0,13.2,70.0,22.0,1.0,5,none,0.0,775.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2650.0,1750.0,17.2,56.0,32.0,2.0,1,none,0.0,668.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3450.0,2130.0,32.2,133.0,55.0,0.9,3,none,0.0,1244.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5810.0,2970.0,21.3,91.0,19.0,1.1,2,motorbike,3050.0,21.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1350.0,910.0,12.3,52.0,14.0,3.0,2,none,470.0,13.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1630.0,1160.0,33.3,90.0,72.0,3.6,1,none,0.0,281.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1070.0,750.0,16.1,50.0,18.0,4.2,2,none,0.0,167.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
410.0,310.0,23.9,109.0,27.0,0.9,2,motorbike,140.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
2830.0,1660.0,44.1,134.0,88.0,6.5,2,motorbike,0.0,666.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2420.0,1140.0,21.8,117.0,21.0,0.8,1,motorbike,940.0,238.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5420.0,2800.0,23.3,81.0,34.0,0.7,3,none,0.0,1488.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2640.0,1750.0,44.6,165.0,96.0,4.0,2,motorbike,360.0,309.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
4730.0,2040.0,33.3,144.0,30.0,0.3,5,motorbike,0.0,2613.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6360.0,4090.0,12.7,72.0,20.0,0.4,4,none,920.0,1351.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
2770.0,2080.0,1.8,81.0,5.0,0.1,3,none,0.0,593.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4760.0,3380.0,35.8,158.0,82.0,2.7,4,none,0.0,1221.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4380.0,2020.0,43.4,159.0,68.0,0.7,6,motorbike,990.0,867.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
4350.0,2530.0,27.9,119.0,38.0,0.8,3,none,0.0,1570.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1100.0,740.0,34.4,138.0,80.0,0.5,1,motorbike,0.0,316.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4650.0,2150.0,44.1,133.0,79.0,1.4,4,none,0.0,2145.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3100.0,1390.0,20.6,63.0,48.0,1.0,3,none,1430.0,214.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2030.0,1230.0,16.5,90.0,34.0,0.7,3,motorbike,0.0,784.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1240.0,830.0,22.8,103.0,49.0,0.7,2,none,0.0,376.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5710.0,2420.0,43.5,146.0,47.0,1.8,6,motorbike,630.0,2072.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1260.0,580.0,33.6,153.0,74.0,0.8,1,none,590.0,64.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3290.0,2240.0,44.9,139.0,101.0,1.3,1,motorbike,1510.0,4.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2650.0,1060.0,28.1,158.0,57.0,0.1,2,none,1180.0,395.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
950.0,470.0,29.3,116.0,28.0,1.1,2,bicycle,220.0,246.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
5870.0,2590.0,38.1,156.0,52.0,2.3,3,none,0.0,1941.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4660.0,3240.0,3.3,22.0,5.0,4.0,5,none,0.0,865.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
3150.0,2170.0,15.5,132.0,42.0,0.1,5,motorbike,1240.0,22.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3480.0,2450.0,42.8,138.0,51.0,3.6,1,none,910.0,97.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
500.0,310.0,22.7,69.0,35.0,2.8,1,motorbike,0.0,155.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1230.0,780.0,20.4,136.0,44.0,0.2,2,motorbike,0.0,293.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
730.0,550.0,24.1,107.0,47.0,0.8,2,car,0.0,152.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4590.0,2910.0,29.0,160.0,61.0,0.2,4,car,0.0,1418.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
870.0,590.0,11.5,34.0,23.0,5.0,1,bicycle,340.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
5820.0,2450.0,16.1,81.0,23.0,0.9,2,none,0.0,2972.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3490.0,2260.0,28.4,154.0,38.0,0.1,3,motorbike,0.0,1191.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2360.0,1510.0,4.5,39.0,14.0,0.8,6,motorbike,260.0,311.0,Debt is manageable,Build emergency fund,Invest moderately,Car not recommended
1640.0,1110.0,9.1,38.0,22.0,1.0,3,bicycle,0.0,309.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
570.0,290.0,33.7,165.0,50.0,0.6,1,bicycle,270.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1480.0,820.0,27.3,101.0,48.0,8.0,1,car,0.0,560.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2720.0,2150.0,6.7,25.0,13.0,3.3,3,car,820.0,10.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3700.0,1460.0,17.9,120.0,36.0,0.2,3,bicycle,0.0,1553.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2410.0,1310.0,22.7,98.0,36.0,0.7,3,bicycle,0.0,867.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1130.0,690.0,22.4,103.0,50.0,0.8,2,motorbike,0.0,423.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2330.0,1080.0,13.9,123.0,14.0,0.1,3,car,300.0,496.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
5930.0,3580.0,27.7,124.0,68.0,1.7,4,bicycle,0.0,1277.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2140.0,1630.0,43.6,113.0,112.0,4.0,3,none,0.0,393.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6460.0,3040.0,32.5,165.0,31.0,0.3,4,motorbike,0.0,3057.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5960.0,3690.0,9.9,58.0,18.0,1.0,5,bicycle,0.0,1193.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3200.0,1760.0,7.2,65.0,11.0,0.3,3,motorbike,1280.0,94.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1580.0,630.0,4.4,60.0,11.0,0.4,1,none,0.0,840.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2550.0,1570.0,30.8,124.0,73.0,0.4,5,motorbike,0.0,651.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
950.0,360.0,40.3,163.0,51.0,0.2,1,motorbike,0.0,377.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1180.0,920.0,39.5,167.0,59.0,0.3,2,none,570.0,11.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2460.0,1330.0,24.1,120.0,54.0,0.2,1,car,1090.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2140.0,1410.0,30.9,140.0,66.0,0.3,1,car,0.0,389.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2390.0,1450.0,19.1,74.0,32.0,1.2,2,none,480.0,352.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1920.0,780.0,33.0,112.0,71.0,1.4,3,none,0.0,1126.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2440.0,1770.0,3.4,21.0,5.0,3.3,3,motorbike,1090.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1680.0,1240.0,42.8,165.0,61.0,1.7,2,none,420.0,12.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5440.0,2120.0,1.3,9.0,5.0,6.4,3,bicycle,0.0,2191.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1080.0,710.0,29.1,101.0,47.0,0.8,2,car,0.0,190.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
2160.0,1440.0,11.8,65.0,27.0,1.0,1,none,770.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6900.0,3080.0,30.3,104.0,43.0,0.9,4,none,0.0,3578.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
520.0,260.0,33.6,119.0,57.0,1.7,2,motorbike,140.0,91.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2800.0,1180.0,40.4,125.0,84.0,0.9,4,motorbike,1220.0,220.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1390.0,740.0,38.4,180.0,35.0,0.1,1,motorbike,0.0,553.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1130.0,650.0,34.3,116.0,69.0,1.5,2,bicycle,0.0,477.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4380.0,1960.0,19.6,82.0,23.0,5.2,6,car,1690.0,476.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
620.0,310.0,43.7,180.0,48.0,0.1,2,none,0.0,250.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2930.0,1530.0,13.4,81.0,27.0,0.6,2,none,0.0,993.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3010.0,2290.0,35.5,180.0,46.0,0.1,4,none,0.0,612.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3530.0,1690.0,31.0,115.0,63.0,0.8,2,none,1210.0,607.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1280.0,700.0,39.0,119.0,81.0,0.6,2,motorbike,340.0,227.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1060.0,720.0,17.1,86.0,27.0,1.2,1,none,0.0,236.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2780.0,2040.0,38.0,108.0,31.0,1.0,1,none,1430.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5290.0,3140.0,10.1,59.0,16.0,1.8,2,car,0.0,2011.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
1620.0,630.0,3.8,83.0,9.0,0.1,1,bicycle,0.0,498.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6960.0,3430.0,21.0,110.0,37.0,0.3,6,none,0.0,2404.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2720.0,1920.0,35.3,151.0,42.0,1.2,3,none,0.0,712.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1940.0,1130.0,9.2,66.0,25.0,0.6,1,motorbike,0.0,553.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6140.0,4650.0,36.3,180.0,78.0,0.1,2,none,770.0,682.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1430.0,1020.0,1.2,11.0,5.0,2.3,2,motorbike,700.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
4970.0,2620.0,13.6,66.0,19.0,5.4,4,none,0.0,2112.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4420.0,2090.0,18.5,90.0,37.0,1.5,2,car,0.0,1672.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2320.0,890.0,43.6,180.0,89.0,0.3,2,none,260.0,726.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1340.0,720.0,7.9,44.0,5.0,0.8,1,bicycle,350.0,233.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
2410.0,1780.0,15.9,130.0,49.0,0.1,1,car,1160.0,10.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
4560.0,3030.0,1.9,38.0,6.0,0.6,4,motorbike,0.0,1363.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6210.0,3640.0,11.6,50.0,25.0,1.3,2,bicycle,0.0,2452.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
590.0,250.0,22.3,82.0,39.0,4.1,1,bicycle,170.0,134.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Car recommended
2050.0,860.0,38.7,154.0,78.0,0.9,1,none,0.0,1094.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3410.0,2370.0,16.4,100.0,26.0,0.3,1,bicycle,0.0,1004.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2230.0,1650.0,1.6,51.0,11.0,0.4,1,bicycle,0.0,531.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
500.0,230.0,25.5,126.0,62.0,0.1,2,car,200.0,46.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
530.0,430.0,31.0,122.0,67.0,2.8,2,none,160.0,4.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
780.0,470.0,8.7,34.0,10.0,2.5,2,none,0.0,165.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1250.0,640.0,33.8,122.0,78.0,0.4,1,motorbike,490.0,108.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
590.0,430.0,16.5,104.0,23.0,0.3,1,none,180.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
5830.0,3990.0,21.0,85.0,26.0,2.4,2,car,800.0,617.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2300.0,880.0,13.3,122.0,19.0,0.1,2,bicycle,0.0,1383.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3340.0,1540.0,34.1,142.0,70.0,0.7,1,none,1760.0,18.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2730.0,1700.0,19.5,75.0,37.0,1.5,2,none,0.0,948.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5890.0,2470.0,20.6,101.0,51.0,0.7,5,none,760.0,1349.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5600.0,4030.0,1.5,8.0,5.0,4.1,3,motorbike,0.0,1565.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
